city,country,lat,lon,month,temperature,humidity,pressure,dew_point,absolute_humidity,water_output_liters_per_day
Lagos,NG,6.5244,3.3792,9,29.36,67.93,1011.91,22.81,19.9197,87.9653
London,GB,51.5074,-0.1278,1,4.37,85.97,1016.9,2.23,5.605,27.9802
Bangkok,TH,13.7563,100.5018,12,22.58,71.62,1011.09,17.19,14.3711,68.9812
Karachi,PK,24.8607,67.0011,12,23.13,69.54,1015.21,17.24,14.3969,69.105
Moscow,RU,55.7558,37.6173,12,-4.99,83.33,1015.22,-7.37,2.8445,13.6534
Los Angeles,US,34.0522,-118.2437,7,22.53,53.9,1010.52,12.72,10.7857,49.7004
Kuala Lumpur,MY,3.139,101.6869,11,29.65,73.65,1007.31,24.43,21.9371,101.0861
Rome,IT,41.9028,12.4964,6,27.96,53.06,1011.74,17.49,14.4034,69.1364
Jaipur,IN,26.9124,75.7873,11,15.74,48.24,958.52,4.83,6.468,29.8047
London,GB,51.5074,-0.1278,9,17.82,74.43,1014.06,13.21,11.3092,49.9414
Bangalore,IN,12.9716,77.5946,3,25.42,52.29,914.29,14.92,12.3282,63.9095
Johannesburg,ZA,-26.2041,28.0473,8,12.39,43.57,831.11,0.35,4.7576,21.2545
Miami,US,25.7617,-80.1918,1,22.51,64.09,1013.26,15.38,12.8111,63.9532
Colombo,LK,6.9271,79.8612,5,26.74,82.42,1008.2,23.49,20.9243,104.454
Hyderabad,IN,17.385,78.4867,1,20.25,75.03,956.46,15.67,13.1537,65.6633
Chennai,IN,13.0827,80.2707,2,25.01,69.08,1010.56,18.93,15.9141,81.68
Beijing,CN,39.9042,116.4074,12,-1.33,56.24,1015.58,-8.91,2.4873,11.939
Dubai,AE,25.2048,55.2708,3,23.03,71.01,1017.21,17.49,14.624,75.8111
Bangkok,TH,13.7563,100.5018,2,27.19,79.97,1015.1,23.42,20.8051,106.7835
Rio de Janeiro,BR,-22.9068,-43.1729,9,20.2,71.3,1014.46,14.83,12.462,55.0321
Jaipur,IN,26.9124,75.7873,6,39.68,34.94,938.64,21.28,17.5964,84.4627
Karachi,PK,24.8607,67.0011,11,22.56,70.78,1017.17,16.98,14.1869,65.3731
New York,US,40.7128,-74.006,3,7.27,57.02,1011.67,-0.67,4.4971,23.3128
Singapore,SG,1.3521,103.8198,6,27.03,81.05,1006.61,23.49,20.9055,100.3462
São Paulo,BR,-23.5505,-46.6333,12,21.66,83.31,924.31,18.7,15.8534,76.0962
Jaipur,IN,26.9124,75.7873,2,19.5,56.43,963.38,10.6,9.4715,48.6132
Johannesburg,ZA,-26.2041,28.0473,7,8.19,28.88,829.95,-8.83,2.4169,11.1372
New York,US,40.7128,-74.006,10,13.46,70.77,1018.64,8.26,8.2537,36.8728
Sydney,AU,-33.8688,151.2093,11,19.07,57.68,1016.2,10.53,9.4369,43.4851
Berlin,DE,52.52,13.405,7,21.41,71.91,1011.53,16.13,13.4912,62.1673
Shanghai,CN,31.2304,121.4737,4,16.51,66.54,1016.67,10.25,9.3432,47.9543
Rio de Janeiro,BR,-22.9068,-43.1729,6,17.51,73.79,1008.42,12.78,11.0033,52.8158
Rome,IT,41.9028,12.4964,6,21.82,56.84,1010.58,12.87,10.9165,52.399
Leh,IN,34.1526,77.577,8,21.7,45.08,642.27,9.27,8.6018,38.4282
Kuala Lumpur,MY,3.139,101.6869,11,28.37,80.58,1013.4,24.7,22.3779,103.1174
Nairobi,KE,-1.2921,36.8219,5,13.68,86.27,832.44,11.43,10.2001,50.9191
Melbourne,AU,-37.8136,144.9631,10,18.39,57.64,1011.09,9.88,9.0557,40.456
Hong Kong,HK,22.3193,114.1694,3,21.41,94.68,1010.91,20.52,17.7631,92.0838
Mexico City,MX,19.4326,-99.1332,11,12.01,65.32,772.07,5.7,6.9623,32.0821
Mumbai,IN,19.076,72.8777,6,28.87,80.6,1003.13,25.19,23.0034,110.4165
Mexico City,MX,19.4326,-99.1332,2,14.31,38.3,779.19,0.29,4.7056,24.1516
Beijing,CN,39.9042,116.4074,8,27.0,80.46,1008.89,23.34,20.7119,92.5291
Addis Ababa,ET,9.032,38.7492,4,24.38,64.93,766.57,17.34,14.4329,74.0776
Kuala Lumpur,MY,3.139,101.6869,12,28.14,93.84,1009.33,27.05,25.739,123.547
Cairo,EG,30.0444,31.2357,3,17.46,42.8,1015.91,4.68,6.3643,32.9924
Moscow,RU,55.7558,37.6173,3,2.37,82.18,1012.8,-0.35,4.6858,24.2914
Bangkok,TH,13.7563,100.5018,8,27.69,74.15,1000.21,22.66,19.8421,88.6436
Leh,IN,34.1526,77.577,5,17.23,30.85,648.43,-0.12,4.5246,22.5868
Chennai,IN,13.0827,80.2707,9,31.24,68.77,1004.06,24.8,22.3127,98.5331
Istanbul,TR,41.0082,28.9784,12,9.71,81.37,1012.32,6.68,7.506,36.0289
Bangalore,IN,12.9716,77.5946,2,18.38,61.53,910.01,10.85,9.6643,49.6024
Anchorage,US,61.2181,-149.9003,8,15.51,68.74,1007.65,9.79,9.0875,40.598
Kuala Lumpur,MY,3.139,101.6869,5,30.81,77.11,1006.37,26.33,24.4611,122.11
Mexico City,MX,19.4326,-99.1332,3,16.26,39.15,779.47,2.34,5.4179,28.0864
New York,US,40.7128,-74.006,7,30.61,65.93,1010.23,23.5,20.6867,95.3243
Chennai,IN,13.0827,80.2707,11,25.65,82.06,1011.1,22.35,19.5939,90.2888
Dubai,AE,25.2048,55.2708,7,43.32,50.38,1004.99,30.72,30.4132,140.1442
Amman,JO,31.9454,35.9284,7,30.14,15.72,913.72,1.28,4.8055,22.144
Singapore,SG,1.3521,103.8198,9,21.66,78.2,1009.02,17.69,14.8814,65.7162
New York,US,40.7128,-74.006,5,21.21,62.45,1010.42,13.74,11.5774,57.7945
Colombo,LK,6.9271,79.8612,2,29.88,69.67,1005.95,23.72,21.0052,107.8101
Los Angeles,US,34.0522,-118.2437,7,30.07,68.39,1012.0,23.59,20.8385,96.024
Mexico City,MX,19.4326,-99.1332,1,13.33,60.66,778.88,5.88,7.0179,35.0333
Anchorage,US,61.2181,-149.9003,6,12.55,60.14,1011.84,5.03,6.6314,31.8308
Los Angeles,US,34.0522,-118.2437,12,13.33,64.0,1014.26,6.66,7.4026,35.5326
Chennai,IN,13.0827,80.2707,8,33.4,80.41,1004.02,29.55,29.2815,130.8135
Chennai,IN,13.0827,80.2707,4,34.92,74.09,1007.63,29.6,29.2303,150.0263
Lahore,PK,31.5497,74.3436,7,36.02,73.14,969.79,30.43,30.5472,140.7616
Tokyo,JP,35.6762,139.6503,12,5.52,44.68,1015.77,-5.56,3.1416,15.0798
Tokyo,JP,35.6762,139.6503,4,14.14,52.06,1011.24,4.44,6.329,32.4838
Nairobi,KE,-1.2921,36.8219,3,21.63,70.47,836.37,16.03,13.3912,69.4201
Lagos,NG,6.5244,3.3792,6,26.55,85.87,1006.12,23.98,21.5659,103.5163
Hyderabad,IN,17.385,78.4867,9,26.04,73.43,949.89,20.91,17.9285,79.1722
Singapore,SG,1.3521,103.8198,3,26.8,76.85,1012.58,22.39,19.5713,101.4578
Kuala Lumpur,MY,3.139,101.6869,9,26.03,81.35,1004.9,22.58,19.8438,87.6304
London,GB,51.5074,-0.1278,7,19.61,58.66,1010.98,11.29,9.9066,45.6496
Leh,IN,34.1526,77.577,5,14.79,30.24,644.16,-2.51,3.8263,19.101
Singapore,SG,1.3521,103.8198,2,24.72,87.63,1013.78,22.52,19.8557,101.9104
Dubai,AE,25.2048,55.2708,7,40.39,63.72,1000.34,32.15,33.2596,153.2601
Dhaka,BD,23.7104,90.4074,12,18.21,83.49,1016.26,15.36,12.9789,62.2987
Sydney,AU,-33.8688,151.2093,1,27.93,59.78,1013.0,19.37,16.2062,80.9013
Jakarta,ID,-6.2088,106.8456,4,25.96,85.95,1001.47,23.42,20.8832,107.1843
Delhi,IN,28.6139,77.209,9,27.43,65.74,1004.67,20.43,17.3317,76.5367
Dubai,AE,25.2048,55.2708,7,34.89,56.28,1002.81,24.86,22.1557,102.0933
Houston,US,29.7604,-95.3698,8,32.55,70.14,1009.7,26.38,24.4126,109.0618
Mumbai,IN,19.076,72.8777,5,35.24,77.93,1008.14,30.79,31.257,156.0351
Dubai,AE,25.2048,55.2708,1,21.4,65.11,1017.53,14.57,12.2051,60.9278
Bangalore,IN,12.9716,77.5946,7,23.87,83.95,914.28,20.98,18.129,83.5383
Mexico City,MX,19.4326,-99.1332,8,17.69,84.9,771.46,15.11,12.7954,57.1626
Dubai,AE,25.2048,55.2708,12,16.43,64.94,1014.78,9.81,9.0749,43.5594
Leh,IN,34.1526,77.577,12,-7.28,66.87,652.41,-12.37,1.9323,9.2748
Dhaka,BD,23.7104,90.4074,11,19.42,72.82,1013.51,14.42,12.164,56.0515
São Paulo,BR,-23.5505,-46.6333,10,22.24,71.12,930.34,16.75,13.9941,62.5181
Riyadh,SA,24.6877,46.7219,2,20.61,42.44,937.75,7.4,7.6007,39.0112
Buenos Aires,AR,-34.6037,-58.3816,4,15.2,68.9,1017.69,9.53,8.9409,45.8897
Bangalore,IN,12.9716,77.5946,6,24.58,79.82,910.03,20.86,17.9472,86.1467
Kolkata,IN,22.5726,88.3639,11,20.75,75.59,1015.19,16.28,13.6473,62.8866
Rome,IT,41.9028,12.4964,4,10.15,69.41,1010.31,4.8,6.5827,33.7861
Berlin,DE,52.52,13.405,2,1.91,95.4,1015.97,1.25,5.2724,27.061
Riyadh,SA,24.6877,46.7219,2,23.02,44.89,939.23,10.4,9.2351,47.3995
Bangalore,IN,12.9716,77.5946,10,17.48,76.1,912.22,13.22,11.3306,50.6188
Tokyo,JP,35.6762,139.6503,3,7.2,55.44,1019.22,-1.12,4.3525,22.5635
Kathmandu,NP,27.7172,85.324,3,14.11,52.11,852.66,4.43,6.3248,32.7876
Los Angeles,US,34.0522,-118.2437,5,20.5,67.92,1011.67,14.37,12.0873,60.3398
Dhaka,BD,23.7104,90.4074,7,28.9,96.3,999.73,28.25,27.5344,126.8785
Singapore,SG,1.3521,103.8198,7,30.06,81.59,1009.21,26.55,24.8473,114.4966
Addis Ababa,ET,9.032,38.7492,12,17.7,63.94,772.73,10.78,9.6408,46.2758
Moscow,RU,55.7558,37.6173,12,-2.86,86.81,1012.5,-4.75,3.4481,16.551
Singapore,SG,1.3521,103.8198,8,27.89,92.68,1007.56,26.59,25.066,111.9811
Singapore,SG,1.3521,103.8198,10,25.61,79.07,1007.65,21.7,18.8385,84.1599
Bangalore,IN,12.9716,77.5946,8,21.96,76.05,910.05,17.54,14.7266,65.7904
Riyadh,SA,24.6877,46.7219,5,37.48,5.0,931.73,-8.54,2.2514,11.2388
Bangalore,IN,12.9716,77.5946,3,26.17,58.16,912.44,17.29,14.3002,74.1323
Buenos Aires,AR,-34.6037,-58.3816,1,24.33,63.67,1007.76,16.99,14.1171,70.4728
Addis Ababa,ET,9.032,38.7492,1,13.32,66.66,773.22,7.25,7.7096,38.4864
Johannesburg,ZA,-26.2041,28.0473,4,21.7,55.81,826.89,12.48,10.644,54.6311
Hong Kong,HK,22.3193,114.1694,6,34.65,83.31,1005.57,31.39,32.392,155.4815
Delhi,IN,28.6139,77.209,7,32.16,79.5,1000.58,28.15,27.1057,124.9029
Rio de Janeiro,BR,-22.9068,-43.1729,12,24.06,74.36,1013.13,19.21,16.239,77.9473
Moscow,RU,55.7558,37.6173,2,-5.3,77.31,1011.52,-8.64,2.5805,13.2444
Buenos Aires,AR,-34.6037,-58.3816,5,15.99,72.82,1014.65,11.11,9.9083,49.462
Lagos,NG,6.5244,3.3792,3,25.1,75.15,1011.86,20.38,17.4031,90.2175
Casablanca,MA,33.5731,-7.5898,12,7.8,72.75,1015.33,3.22,5.9358,28.4919
Bangkok,TH,13.7563,100.5018,1,25.65,63.55,1013.63,18.21,15.1768,75.7626
New York,US,40.7128,-74.006,10,19.72,75.15,1017.9,15.19,12.7737,57.0659
Beijing,CN,39.9042,116.4074,3,7.23,50.71,1012.98,-2.31,3.9866,20.6667
Lagos,NG,6.5244,3.3792,2,31.66,64.51,1009.09,24.13,21.4152,109.9145
New York,US,40.7128,-74.006,8,21.35,74.43,1010.56,16.61,13.9127,62.1542
Berlin,DE,52.52,13.405,7,15.41,59.69,1010.9,7.6,7.8432,36.1413
Chicago,US,41.8781,-87.6298,12,-3.33,74.27,1013.99,-7.25,2.8537,13.6976
Hyderabad,IN,17.385,78.4867,2,24.54,48.78,950.68,13.04,10.9435,56.1683
Mexico City,MX,19.4326,-99.1332,9,14.61,71.36,772.07,9.48,8.931,39.4394
Nairobi,KE,-1.2921,36.8219,9,18.56,78.25,834.87,14.7,12.4216,54.8538
Dhaka,BD,23.7104,90.4074,3,27.26,63.78,1009.54,19.78,16.6599,86.3648
Singapore,SG,1.3521,103.8198,8,28.01,76.94,1013.14,23.58,20.948,93.5842
Beijing,CN,39.9042,116.4074,3,7.58,33.9,1013.87,-7.31,2.7276,14.14
Nairobi,KE,-1.2921,36.8219,6,17.36,75.29,837.83,12.94,11.1286,53.4173
London,GB,51.5074,-0.1278,11,7.66,75.04,1016.01,3.52,6.0661,27.9528
Lagos,NG,6.5244,3.3792,8,28.77,81.74,1009.72,25.33,23.2034,103.6599
Melbourne,AU,-37.8136,144.9631,12,23.59,61.62,1014.9,15.78,13.0994,62.8769
London,GB,51.5074,-0.1278,11,3.54,83.38,1013.38,0.99,5.1418,23.6936
Shanghai,CN,31.2304,121.4737,6,24.4,68.02,1006.78,18.11,15.1423,72.6832
Bangkok,TH,13.7563,100.5018,11,23.95,77.9,1014.9,19.85,16.9016,77.8828
Casablanca,MA,33.5731,-7.5898,7,22.4,70.36,1009.85,16.73,13.9743,64.3936
Sydney,AU,-33.8688,151.2093,3,23.43,67.42,1016.54,17.05,14.2059,73.6432
Miami,US,25.7617,-80.1918,7,27.5,71.51,1012.32,21.88,18.9292,87.2256
Johannesburg,ZA,-26.2041,28.0473,11,21.79,59.92,823.87,13.65,11.488,52.9369
Amman,JO,31.9454,35.9284,9,29.75,27.57,912.76,9.03,8.2541,36.45
Dhaka,BD,23.7104,90.4074,9,32.04,91.69,1005.02,30.51,31.0538,137.1335
Buenos Aires,AR,-34.6037,-58.3816,2,26.53,68.75,1010.93,20.31,17.2502,88.5375
Jaipur,IN,26.9124,75.7873,7,34.16,60.34,944.62,25.36,22.87,105.3849
Mumbai,IN,19.076,72.8777,4,26.32,83.23,1012.98,23.24,20.6315,105.8924
Bangalore,IN,12.9716,77.5946,5,26.84,63.42,905.27,19.3,16.19,80.8204
Houston,US,29.7604,-95.3698,9,27.19,83.17,1018.03,24.08,21.6416,95.5693
Bangalore,IN,12.9716,77.5946,1,21.1,64.06,913.18,14.03,11.8019,58.9149
Kathmandu,NP,27.7172,85.324,1,12.37,66.04,863.74,6.21,7.2001,35.9431
Addis Ababa,ET,9.032,38.7492,12,17.19,64.63,768.67,10.46,9.4558,45.3877
Nairobi,KE,-1.2921,36.8219,3,21.21,67.15,837.65,14.86,12.4484,64.5327
Hong Kong,HK,22.3193,114.1694,8,34.14,85.07,1007.11,31.26,32.2122,143.9061
Berlin,DE,52.52,13.405,9,17.23,83.94,1014.0,14.49,12.3084,54.354
Singapore,SG,1.3521,103.8198,4,30.69,87.92,1007.47,28.45,27.7092,142.2188
Buenos Aires,AR,-34.6037,-58.3816,6,10.85,70.68,1012.57,5.74,7.0072,33.6346
São Paulo,BR,-23.5505,-46.6333,12,23.87,77.34,928.67,19.66,16.7088,80.202
Jaipur,IN,26.9124,75.7873,5,39.19,27.77,945.89,17.17,13.6448,68.115
Buenos Aires,AR,-34.6037,-58.3816,1,21.06,66.52,1010.52,14.58,12.2276,61.0403
Rome,IT,41.9028,12.4964,3,11.95,63.51,1013.54,5.24,6.7439,34.9606
Hong Kong,HK,22.3193,114.1694,4,20.88,88.46,1003.4,18.9,16.0869,82.5667
Melbourne,AU,-37.8136,144.9631,4,16.44,62.09,1013.11,9.15,8.6823,44.5623
Mumbai,IN,19.076,72.8777,10,27.7,87.05,1010.87,25.34,23.2999,104.091
Mumbai,IN,19.076,72.8777,6,32.13,82.99,1004.41,28.87,28.253,135.6144
Hong Kong,HK,22.3193,114.1694,4,27.75,77.05,1011.83,23.35,20.6823,106.153
Leh,IN,34.1526,77.577,11,-2.42,51.37,654.23,-11.07,2.1053,9.7011
Shanghai,CN,31.2304,121.4737,12,6.9,81.86,1016.35,4.02,6.3032,30.2554
Shanghai,CN,31.2304,121.4737,1,1.42,69.19,1019.22,-3.6,3.6984,18.4625
Chicago,US,41.8781,-87.6298,12,0.68,70.74,1012.75,-4.02,3.5944,17.2529
Anchorage,US,61.2181,-149.9003,8,11.2,79.72,1007.28,7.83,8.0797,36.0954
Melbourne,AU,-37.8136,144.9631,4,17.31,63.3,1010.61,10.27,9.3273,47.8729
Riyadh,SA,24.6877,46.7219,8,46.34,6.03,924.39,0.14,4.2195,18.8502
Buenos Aires,AR,-34.6037,-58.3816,4,16.78,67.84,1014.44,10.8,9.6821,49.6942
Karachi,PK,24.8607,67.0011,7,35.41,75.01,1001.59,30.28,30.3466,139.8373
Dubai,AE,25.2048,55.2708,2,20.51,66.83,1018.06,14.13,11.8982,61.0682
Karachi,PK,24.8607,67.0011,6,36.94,63.02,1005.38,28.71,27.6031,132.4951
Rome,IT,41.9028,12.4964,1,6.83,76.65,1011.4,3.02,5.8743,29.3244
Cairo,EG,30.0444,31.2357,4,20.68,48.14,1013.85,9.31,8.6542,44.4181
Hyderabad,IN,17.385,78.4867,10,23.72,65.28,951.43,16.81,13.9803,62.4563
Mexico City,MX,19.4326,-99.1332,12,10.12,50.38,777.18,0.27,4.7695,22.8935
Rio de Janeiro,BR,-22.9068,-43.1729,8,21.12,77.82,1019.19,17.09,14.3499,64.1076
Hyderabad,IN,17.385,78.4867,3,28.59,34.7,951.67,11.48,9.752,50.5546
Kathmandu,NP,27.7172,85.324,4,19.01,54.01,857.99,9.49,8.8055,45.1949
Kolkata,IN,22.5726,88.3639,2,21.06,67.83,1017.77,14.88,12.4646,63.9751
Los Angeles,US,34.0522,-118.2437,10,27.46,58.72,1010.7,18.65,15.515,69.3123
Nairobi,KE,-1.2921,36.8219,11,16.9,80.74,834.39,13.56,11.6067,53.4839
Melbourne,AU,-37.8136,144.9631,6,12.68,78.43,1015.79,9.02,8.7136,41.8254
Jaipur,IN,26.9124,75.7873,12,14.09,61.36,973.85,6.77,7.4404,35.7138
Dhaka,BD,23.7104,90.4074,8,31.17,89.93,1001.59,29.32,29.0844,129.9329
Jakarta,ID,-6.2088,106.8456,4,29.37,71.24,1015.31,23.6,20.8938,107.2386
Hyderabad,IN,17.385,78.4867,9,25.8,74.88,948.49,20.99,18.0295,79.6182
Bangalore,IN,12.9716,77.5946,11,19.41,74.3,914.67,14.72,12.4018,57.1474
Tokyo,JP,35.6762,139.6503,4,13.43,58.56,1011.69,5.47,6.8175,34.9914
Jakarta,ID,-6.2088,106.8456,1,23.15,84.53,1011.28,20.39,17.5244,87.4819
Casablanca,MA,33.5731,-7.5898,10,22.03,66.34,1011.93,15.45,12.8929,57.5983
New York,US,40.7128,-74.006,9,23.41,71.88,1018.2,18.04,15.1226,66.7812
Houston,US,29.7604,-95.3698,8,31.8,65.98,1014.39,24.63,22.0611,98.557
Berlin,DE,52.52,13.405,6,25.37,60.41,1012.19,17.14,14.2008,68.164
Rome,IT,41.9028,12.4964,7,26.61,42.36,1011.7,12.76,10.6725,49.179
Shanghai,CN,31.2304,121.4737,6,22.87,74.98,1010.73,18.19,15.2989,73.4348
Istanbul,TR,41.0082,28.9784,7,25.57,68.37,1010.47,19.3,16.2521,74.8898
Riyadh,SA,24.6877,46.7219,2,13.86,28.87,939.49,-3.94,3.4514,17.7146
Houston,US,29.7604,-95.3698,2,12.36,60.92,1015.86,5.04,6.6394,34.0771
Bangalore,IN,12.9716,77.5946,5,23.98,56.6,904.11,14.82,12.2996,61.3997
Singapore,SG,1.3521,103.8198,11,25.52,89.96,1010.53,23.75,21.328,98.2795
Cairo,EG,30.0444,31.2357,4,27.1,39.27,1014.82,12.04,10.1675,52.1854
Berlin,DE,52.52,13.405,9,12.11,85.26,1014.54,9.7,9.1428,40.3747
Moscow,RU,55.7558,37.6173,7,21.35,61.36,1003.1,13.61,11.4705,52.856
Paris,FR,48.8566,2.3522,1,6.7,85.89,1013.67,4.51,6.5278,32.5867
London,GB,51.5074,-0.1278,9,18.99,66.99,1016.36,12.72,10.9094,48.1761
Lagos,NG,6.5244,3.3792,2,27.08,79.23,1004.4,23.16,20.4875,105.153
Chicago,US,41.8781,-87.6298,6,24.62,61.14,1014.62,16.62,13.7788,66.1384
Sydney,AU,-33.8688,151.2093,5,13.94,76.58,1014.78,9.89,9.1992,45.9226
Houston,US,29.7604,-95.3698,6,31.29,84.0,1016.7,28.25,27.331,131.1888
Melbourne,AU,-37.8136,144.9631,5,7.5,68.18,1016.83,2.02,5.4563,27.2379
Los Angeles,US,34.0522,-118.2437,8,23.13,66.19,1008.97,16.47,13.7082,61.2406
Beijing,CN,39.9042,116.4074,11,2.99,54.45,1017.99,-5.29,3.237,14.9161
Houston,US,29.7604,-95.3698,12,14.26,88.46,1016.33,12.37,10.8336,52.0013
Dubai,AE,25.2048,55.2708,9,39.63,59.88,1006.17,30.34,30.0771,132.8204
Houston,US,29.7604,-95.3698,7,31.43,67.15,1006.71,24.58,22.0138,101.4398
Rio de Janeiro,BR,-22.9068,-43.1729,10,25.22,84.39,1013.0,22.39,19.6733,87.8893
Jaipur,IN,26.9124,75.7873,1,15.45,63.36,964.3,8.52,8.3469,41.6677
Mexico City,MX,19.4326,-99.1332,8,19.31,73.39,771.74,14.43,12.1763,54.397
Karachi,PK,24.8607,67.0011,5,30.01,59.05,1006.6,21.12,17.9352,89.5325
Istanbul,TR,41.0082,28.9784,5,19.28,58.28,1010.48,10.88,9.6518,48.1817
Kuala Lumpur,MY,3.139,101.6869,6,30.26,85.99,1008.56,27.64,26.4673,127.0429
Delhi,IN,28.6139,77.209,7,33.59,71.55,1000.18,27.72,26.3172,121.2698
Colombo,LK,6.9271,79.8612,7,23.18,74.7,1011.67,18.43,15.5108,71.4737
Mexico City,MX,19.4326,-99.1332,12,14.51,57.69,777.68,6.27,7.1784,34.4563
Amman,JO,31.9454,35.9284,9,21.73,35.66,919.01,5.85,6.812,30.0818
Jaipur,IN,26.9124,75.7873,4,33.07,28.19,950.01,12.2,10.0859,51.7664
Mumbai,IN,19.076,72.8777,9,19.57,88.56,1006.94,17.63,14.9205,65.8888
Amman,JO,31.9454,35.9284,8,27.93,21.36,912.75,3.81,5.7912,25.8721
Anchorage,US,61.2181,-149.9003,4,3.89,67.22,1016.7,-1.63,4.2422,21.7731
São Paulo,BR,-23.5505,-46.6333,5,16.29,82.76,929.71,13.35,11.4676,57.2463
Jakarta,ID,-6.2088,106.8456,10,28.48,78.07,1012.16,24.27,21.8126,97.4468
Paris,FR,48.8566,2.3522,1,5.22,81.29,1013.76,2.28,5.6058,27.9839
Paris,FR,48.8566,2.3522,12,7.83,88.63,1014.45,6.07,7.245,34.7758
Melbourne,AU,-37.8136,144.9631,3,13.51,53.65,1013.58,4.29,6.2787,32.549
Dhaka,BD,23.7104,90.4074,6,27.83,80.96,998.93,24.26,21.8309,104.7885
Dubai,AE,25.2048,55.2708,6,38.46,61.9,1001.97,29.83,29.3023,140.6513
Beijing,CN,39.9042,116.4074,2,1.76,40.26,1015.78,-10.31,2.2022,11.3028
Mumbai,IN,19.076,72.8777,1,24.5,69.38,1016.3,18.52,15.5297,77.5242
Shanghai,CN,31.2304,121.4737,8,26.83,79.74,1013.79,23.03,20.3425,90.8791
São Paulo,BR,-23.5505,-46.6333,3,18.87,74.88,923.96,14.32,12.1072,62.7635
Casablanca,MA,33.5731,-7.5898,10,23.33,73.67,1011.78,18.36,15.4336,68.9486
Mexico City,MX,19.4326,-99.1332,9,11.29,73.04,773.39,6.64,7.4439,32.8725
Houston,US,29.7604,-95.3698,6,31.0,68.08,1014.36,24.41,21.816,104.7167
New York,US,40.7128,-74.006,2,1.22,60.69,1015.72,-5.53,3.1992,16.4203
Tokyo,JP,35.6762,139.6503,8,25.68,92.42,1011.08,24.35,22.1037,98.747
Sydney,AU,-33.8688,151.2093,8,13.44,55.88,1011.8,4.81,6.5104,29.0848
Dhaka,BD,23.7104,90.4074,8,26.36,85.59,1000.54,23.75,21.2735,95.0381
Johannesburg,ZA,-26.2041,28.0473,3,19.28,63.47,823.06,12.17,10.5154,54.512
Johannesburg,ZA,-26.2041,28.0473,6,12.13,39.23,831.9,-1.33,4.2137,20.2257
Miami,US,25.7617,-80.1918,7,30.56,81.85,1006.89,27.1,25.6145,118.0317
Paris,FR,48.8566,2.3522,6,17.46,72.77,1010.91,12.51,10.8167,51.9199
Rio de Janeiro,BR,-22.9068,-43.1729,5,25.13,68.47,1019.66,18.91,15.8839,79.2926
Mumbai,IN,19.076,72.8777,3,27.98,69.63,1009.83,21.9,18.9298,98.1321
Buenos Aires,AR,-34.6037,-58.3816,4,17.95,74.33,1014.66,13.31,11.3804,58.4104
Delhi,IN,28.6139,77.209,8,27.37,84.32,998.55,24.49,22.1665,99.0279
Mexico City,MX,19.4326,-99.1332,1,11.0,54.22,772.3,2.11,5.4246,27.0798
London,GB,51.5074,-0.1278,4,7.92,78.03,1010.89,4.33,6.4185,32.9434
Cairo,EG,30.0444,31.2357,8,33.91,50.38,1006.06,22.13,18.8471,84.1983
Los Angeles,US,34.0522,-118.2437,12,12.04,70.72,1017.08,6.89,7.554,36.2593
Chennai,IN,13.0827,80.2707,5,32.16,61.06,1007.69,23.68,20.8159,103.9132
Addis Ababa,ET,9.032,38.7492,7,13.41,88.43,769.55,11.54,10.2824,47.3811
Moscow,RU,55.7558,37.6173,12,-2.4,88.34,1017.77,-4.06,3.6261,17.4054
London,GB,51.5074,-0.1278,7,15.47,64.25,1020.11,8.75,8.4754,39.0548
Chicago,US,41.8781,-87.6298,9,16.24,70.02,1014.19,10.77,9.6771,42.734
Casablanca,MA,33.5731,-7.5898,7,27.29,70.8,1015.12,21.51,18.5216,85.3476
Chicago,US,41.8781,-87.6298,3,-1.64,66.55,1015.99,-7.04,2.8812,14.9362
Shanghai,CN,31.2304,121.4737,11,15.62,80.16,1015.22,12.21,10.667,49.1537
Nairobi,KE,-1.2921,36.8219,6,18.6,75.48,836.89,14.17,12.0071,57.634
Anchorage,US,61.2181,-149.9003,5,12.08,67.67,1014.61,6.29,7.2463,36.1736
Shanghai,CN,31.2304,121.4737,7,27.13,79.17,1010.38,23.2,20.529,94.5976
Chennai,IN,13.0827,80.2707,7,30.77,77.03,1003.79,26.27,24.3781,112.3342
São Paulo,BR,-23.5505,-46.6333,1,21.15,70.41,924.73,15.55,13.0112,64.9518
Riyadh,SA,24.6877,46.7219,6,37.32,5.91,918.85,-6.48,2.6417,12.6802
Hong Kong,HK,22.3193,114.1694,11,24.0,78.76,1011.81,20.07,17.1343,78.9546
Delhi,IN,28.6139,77.209,9,26.44,73.55,1002.58,21.32,18.3615,81.0842
Anchorage,US,61.2181,-149.9003,10,-0.93,70.15,1009.69,-5.68,3.1899,14.2505
Delhi,IN,28.6139,77.209,2,15.17,70.73,1014.21,9.89,9.1603,47.0158
Delhi,IN,28.6139,77.209,12,13.88,78.52,1014.28,10.2,9.395,45.096
Amman,JO,31.9454,35.9284,12,12.45,73.02,928.74,7.75,8.001,38.4047
Kuala Lumpur,MY,3.139,101.6869,6,27.29,86.91,1005.74,24.92,22.7462,109.1818
Hong Kong,HK,22.3193,114.1694,10,30.31,73.97,1010.41,25.14,22.8385,102.0298
Dhaka,BD,23.7104,90.4074,7,27.93,98.65,996.23,27.69,26.735,123.1949
Buenos Aires,AR,-34.6037,-58.3816,9,13.79,74.35,1016.84,9.3,8.8471,39.0686
